record_key,doi,openalex_id,title,authors,year,type,source,cited_by_count,query_ids,title_screen_candidate
10.21423/r1rd4r,10.21423/r1rd4r,https://openalex.org/W2766482737,"Gas Turbine Blade Failures - Causes, Avoidance, And Troubleshooting.",Cyrus B. Meher-Homji,1998,article,OAKTRUST (Texas A&M University),56,Q12,no
10.2147/ijn.s381222,10.2147/ijn.s381222,https://openalex.org/W4307717484,Micro/Nanostructured Topography on Titanium Orchestrates Dendritic Cell Adhesion and Activation via β2 Integrin-FAK Signals,Yang Yang; Yujing Lin; Ruogu Xu; Zhengchuan Zhang; Wenyi Zeng; Xu Qiong; Feilong Deng,2022,article,International Journal of Nanomedicine,18,Q09,no
10.21595/jme.2023.23533,10.21595/jme.2023.23533,https://openalex.org/W4391511577,Comparison of optical 3D scanner and coordinate measurement system from the standpoint of macro-geometry measurement,Boris Pätoprstý; Marek Vozár; Róbert Hrušecký; Ivan Buranský,2024,article,Journal of Measurements in Engineering,2,Q02;Q09,no
10.21595/jve.2015.16485,10.21595/jve.2015.16485,https://openalex.org/W2893752895,Investigation of vibratory drilling model with adaptive control. Part 1: control of cutting continuity index,A. Gouskov; Sergey A. Voronov; I. I. Ivanov; S. Nikolaev; Daria V. Barysheva,2015,article,Journal of Vibroengineering,5,Q02,no
10.21595/vp.2017.19159,10.21595/vp.2017.19159,https://openalex.org/W2761227815,An optical fiber measurement system design on tool radial vibration,Jia Binghui; Feng Yong,2017,article,Vibroengineering PROCEDIA,5,Q12,no
10.21595/vp.2018.20278,10.21595/vp.2018.20278,https://openalex.org/W2895939755,On site calibration of inner defect detection based on structured light,Xinjie Shao; Shijian Zhu; Chao Ding; Bin Song,2018,article,Vibroengineering PROCEDIA,2,Q05,yes
10.2166/wst.2022.120,10.2166/wst.2022.120,https://openalex.org/W4223616619,The monitoring approaches and non-destructive testing technologies for sewer pipelines,Yajian Wang; Pengpeng Li; Jianfeng Li,2022,article,Water Science & Technology,49,Q05,no
10.2172/1048094,10.2172/1048094,https://openalex.org/W2289095545,Multiplexed Optical Fiber Sensors for Coal Fired Advanced Fossil Energy Systems,Anbo Wang; Gary Pickrell,2012,report,,1,Q10,no
10.2172/1183636,10.2172/1183636,https://openalex.org/W2341269097,Review of NDE Methods for Detection and Monitoring of Atmospheric SCC in Welded Canisters for the Storage of Used Nuclear Fuel,Ryan M. Meyer; Allan F. Pardini; Brady D. Hanson; Ken B. Sorenson,2013,report,,11,Q08,no
10.2172/138211,10.2172/138211,https://openalex.org/W62958631,Prototype Engineered Barrier System Field Test (PEBSFT); Final report,Abelardo Ramirez; Thomas A. Buscheck; R.G. Carlson; William A. Daily; K. Lee; Wunan Lin; N. Mao; Tzou‐Shin Ueng; H. Wang; D. Watwood,1991,report,,18,Q08,no
10.2172/1968798,10.2172/1968798,https://openalex.org/W4366364360,Ultrasonic Measurements of Temperature Profile and Heat Fluxes in Coal-Fired Power Plants (Final Report),Mikhail Skliar,2023,report,,2,Q08,no
10.2172/783821,10.2172/783821,https://openalex.org/W2262940511,Melt Rate Improvement for DWPF MB3: Melt Rate Furnace Testing,Michael E. Stone,2001,report,,8,Q08,no
10.2174/1874328501307010032,10.2174/1874328501307010032,https://openalex.org/W2143927775,A Review of Microfiber and Nanofiber Based Optical Sensors,George Y. Chen,2013,article,The Open Optics Journal,98,Q04,no
10.22214/ijraset.2017.11228,10.22214/ijraset.2017.11228,https://openalex.org/W2774839655,Condition Monitoring of Low Pressure Steam Turbine Blades,G. Vamsidhar Reddy,2017,article,International Journal for Research in Applied Science and Engineering Technology,1,Q12,no
10.22215/etd/2020-13959,10.22215/etd/2020-13959,https://openalex.org/W3042427679,Combustion Characteristics of n-heptane Through Temperature Variation Measurements Using Ignition Quality Tester,Osama Hmood,2020,dissertation,,1,Q08,no
10.22323/1.301.1042,10.22323/1.301.1042,https://openalex.org/W2885236850,Optimization of ARIANNA station configuration,S. W. Barwick,2018,conference-paper,Proceedings of 35th International Cosmic Ray Conference — PoS(ICRC2017),2,Q02,no
10.22541/au.164433207.74361091/v1,10.22541/au.164433207.74361091/v1,https://openalex.org/W4210867286,Gill proteome networks explain energy homeostasis during salinity stress in Oreochromis mossambicus,Larken Root; Dietmar Kültz,2022,preprint,,1,Q09,no
10.22541/au.167767027.79757161/v1,10.22541/au.167767027.79757161/v1,https://openalex.org/W4322738132,Gill proteome networks explain energy homeostasis during salinity stress in Oreochromis mossambicus,Larken Root; Dietmar Kültz,2023,preprint,,2,Q09,no
10.2307/4079958,10.2307/4079958,https://openalex.org/W2318941878,Incubation and Nesting Periods of Central American Birds,Alexander F. Skutch,1945,article,The Auk,87,Q02,no
10.2312/bzpm_0526_2006,10.2312/bzpm_0526_2006,https://openalex.org/W2246253202,Effects of ultraviolet radiation on early life stages of cold temperate and Arctic macroalgae : implications for recruitment and vertical depth distribution = Effekte von UV-Strahlung auf frühe Lebensstadien kaltgemäßigter und arktischer Makroalgen : Auswirkungen auf Rekrutierung und Vertikalverteilung,Michael Y. Roleda,2006,other,Helmholtz-Zentrum für Polar-und Meeresforschung (Alfred-Wegener-Institut),1,Q09,no
10.2320/matertrans.48.205,10.2320/matertrans.48.205,https://openalex.org/W1967147856,Drilling Microholes in Hot Tool Steel by Using Micro-Electro Discharge Machining,Tzu-Yao Tai; T. Masusawa; H. T. Lee,2007,article,MATERIALS TRANSACTIONS,12,Q09,no
10.2322/tastj.8.pb_67,10.2322/tastj.8.pb_67,https://openalex.org/W2082768967,Improvement of the Thrust Force of the ECR Ion Thruster μ10,Ryudo Tsukizaki; Hiroyuki Koizumi; S Hosoda; Kazutaka Nishiyama; Hitoshi Kuninaka,2010,article,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES AEROSPACE TECHNOLOGY JAPAN,14,Q04,no
10.2334/josnusd.22-0085,10.2334/josnusd.22-0085,https://openalex.org/W4293067504,Surface degradation and biofilm formation on hybrid and nanohybrid composites after immersion in different liquids,Gabriela Escamilla-Gómez; Octavio Sánchez-Vargas; Diana María Escobar‐García; Amaury Pozos‐Guillén; Norma Verónica Zavala-Alonso; Mariana Gutiérrez-Sánchez; Elı́as Pérez; Gregorio Sánchez; Gabriel Fernando Romo-Ramírez; Mariné Ortiz Magdaleno,2022,article,Journal of Oral Science,11,Q09,no
10.2351/7.0001284,10.2351/7.0001284,https://openalex.org/W4392488640,Influence of the material properties and the process parameters on the ablation behavior for the laser structuring of the diffusion media for fuel cells,Christian Geiger; Sophie Grabmann; Tony Weiß; Alena Gruendl; Michael F. Zaeh,2024,article,Journal of Laser Applications,6,Q09,no
10.2352/issn.2470-1173.2019.6.maap-477,10.2352/issn.2470-1173.2019.6.maap-477,https://openalex.org/W2975232007,Comparative analysis of transmittance measurement geometries and apparatus,Marjan Shahpaski; Luis Ricardo Sapaico; Sabine Süsstrunk,2019,article,Electronic Imaging,1,Q05,no
10.23919/iccas52745.2021.9650009,10.23919/iccas52745.2021.9650009,https://openalex.org/W4200521119,Meta Reinforcement Learning Based Underwater Manipulator Control,Jiyoun Moon; Sung-Hoon Bae; Michael Cashmore,2021,conference-paper,"2021 21st International Conference on Control, Automation and Systems (ICCAS)",7,Q08,no
10.23977/jemm.2026.110201,10.23977/jemm.2026.110201,https://openalex.org/W7162753806,Research on Calibration Method of Novel Rotating Laser Profilometer,Yanyu Ding; Zhenhao Zhang; Dongyang Feng; Xiaojun Zhao,2026,article,Journal of Engineering Mechanics and Machinery,0,Q06,no
10.24200/sci.2024.61682.7439,10.24200/sci.2024.61682.7439,https://openalex.org/W4409885132,Dynamical properties of Nonlinear oscillators by the variational iteration method,Jamil Abbas Haider; Shahbaz Ahmad; Sohail Nadeem,2024,article,Scientia Iranica,2,Q12,no
10.24294/tse.v1i4.874,10.24294/tse.v1i4.874,https://openalex.org/W2898383081,Experimental and simulative investigation of the oil distribution during a deep-hole drilling process and comparing of the RANS k-ω-SST and RANS hybrid SAS-SST turbulence model,Ekrem Oezkaya; Dirk Biermann,2018,article,Thermal Science and Engineering,4,Q02,no
10.24425/mms.2022.138547,10.24425/mms.2022.138547,https://openalex.org/W4384934913,Comparative accuracy analysis of triangulated surface models of a fossil skull digitized with various optic devices,Yaroslav Garashchenko; Ilja Kogan; Mirosław Rucki,2021,article,Metrology and Measurement Systems,6,Q05,no
10.24425/mms.2022.142273,10.24425/mms.2022.142273,https://openalex.org/W4386737689,Anatomical and functional assessment of patency of the upper respiratory tract in selected respiratory disorders – part 2,A. Zając; Andrzej Kukwa; Robert Barańska; Szymon Nitkiewicz; Edyta Zomkowska; Adam Rybak,2022,article,Metrology and Measurement Systems,4,Q08,no
10.24425/mper.2021.137679,10.24425/mper.2021.137679,https://openalex.org/W3184164476,Optimizing Body Machining Including Variable Casting Allowances,Andrzej Gessner,2021,article,Management and Production Engineering Review,1,Q05,no
10.2478/bpasts-2014-0073,10.2478/bpasts-2014-0073,https://openalex.org/W1999819240,Stack and draw fabrication of soft glass microstructured fiber optics,Dariusz Pysz; Ireneusz Kujawa; Ryszard Stępień; Mariusz Klimczak; Adam Filipkowski; Marcin Franczyk; Longin Kociszewski; Jan Buzniak; K. Haraśny; Ryszard Buczyński,2014,article,Bulletin of the Polish Academy of Sciences Technical Sciences,173,Q08,no
10.2478/czoto-2019-0074,10.2478/czoto-2019-0074,https://openalex.org/W2934943990,The Use of New Technology to Improve The Quality of Production on a CNC Machine Tool,Rafał Gołębski; Piotr Sikora; Adam Gnatowski,2019,article,System Safety Human - Technical Facility - Environment,6,Q02,no
10.2478/fas-2018-0007,10.2478/fas-2018-0007,https://openalex.org/W2964098147,A Brief Review on NDT&amp;E Methods For Structural Aircraft Components,Angelika Wronkowicz,2018,article,Fatigue of Aircraft Structures,16,Q08,no
10.2478/pomr-2021-0047,10.2478/pomr-2021-0047,https://openalex.org/W4206786252,Evaluation of Effectiveness of Waterjet Propulsor for a Small Underwater Vehicle,Lech Rowiński; Maciej Kaczmarczyk,2021,article,Polish Maritime Research,9,Q12,no
10.2478/rput-2022-0003,10.2478/rput-2022-0003,https://openalex.org/W4292882669,Analysis of form Error and Roughness of Hardened Steel Workpieces Internally Turned with Different Tools in Long Overhangs,Jozef Peterka; Wallyson Thomas De Silva; Róbert Straka; Tomáš Vopát; Jakub Hrbál; Michaela Kritikos,2022,article,Research Papers Faculty of Materials Science and Technology Slovak University of Technology,6,Q02,no
10.2478/v10012-007-0064-3,10.2478/v10012-007-0064-3,https://openalex.org/W2003880209,Contemporary diagnostic methods for ship engines: a report on scientific research activity of Polish Naval Academy in this field,Zbigniew Korczewski,2008,article,Polish Maritime Research,4,Q08,no
10.2478/v10048-008-0018-7,10.2478/v10048-008-0018-7,https://openalex.org/W2019540798,Using the Diffractive Optics for 3D Inspection of Nuclear Reactor Fuel Assembly Grid Spacers,L. V. Finogenov; L. H. Yü; P. S. Zavyalov,2008,article,Measurement Science Review,7,Q05,no
10.2493/jjspe.88.657,10.2493/jjspe.88.657,https://openalex.org/W4294767652,Current Micro-Coordinate Measuring Machine and Probe-System,Masaki Michihata,2022,article,Journal of the Japan Society for Precision Engineering,1,Q03,no
10.2493/jjspe.88.684,10.2493/jjspe.88.684,https://openalex.org/W4294767765,Researches on Low-Measurement Force and High-Sensitivity Microprobing Systems,So Ito,2022,article,Journal of the Japan Society for Precision Engineering,1,Q03,no
10.2507/31st.daaam.proceedings.108,10.2507/31st.daaam.proceedings.108,https://openalex.org/W3112480794,3D Measurement - Comparison of CMM and 3D Scanner,Željko Stojkić; Eva Culjak; Luka Šaravanja,2020,book-chapter,Annals of DAAAM for ... & proceedings of the ... International DAAAM Symposium,17,Q02,no
10.2514/1.13048,10.2514/1.13048,https://openalex.org/W2004152965,A Survey of Intelligent Control and Health Management Technologies for Aircraft Propulsion Systems,Jonathan S. Litt; Donald L. Simon; Sanjay Garg; Ten-Heui Guo; Carolyn R. Mercer; Richard C. Millar; Alireza Behbahani; Anupa Bajwa; Daniel T. Jensen,2004,article,Journal of Aerospace Computing Information and Communication,176,Q12,no
10.2514/1.c034647,10.2514/1.c034647,https://openalex.org/W2802198050,Airborne Acquisition of Blade Tip Displacements and Vortices on a Coaxial Helicopter,André Bauknecht; Markus Raffel; Benedikt Grebing,2018,article,Journal of Aircraft,9,Q12,no
10.2514/6.1997-165,10.2514/6.1997-165,https://openalex.org/W2314159147,Measurement of blade tip clearance using an ultrasonic sensor,Takeshi Tagashira; Nanahisa Sugiyama; Yukio Matsuda; Masakatsu Matsuki; Takeshi Tagashira; Nanahisa Sugiyama; Yukio Matsuda; Masakatsu Matsuki,1997,conference-paper,35th Aerospace Sciences Meeting and Exhibit,16,Q12,yes
10.2514/6.1999-2134,10.2514/6.1999-2134,https://openalex.org/W2102994568,Time-of-flight tip-clearance measurements,Harbans S. Dhadwal; Anatole P. Kurkov; D. C. Janetzke,1999,conference-paper,35th Joint Propulsion Conference and Exhibit,8,Q12,yes
10.2514/6.2002-1033,10.2514/6.2002-1033,https://openalex.org/W2022305324,Steady and unsteady flow field measurements within a NASA 22 inch fan model,GARY PODBOY; Martin J. Krupar; S. Helland; Christopher E. Hughes,2002,conference-paper,,77,Q12,no
10.2514/6.2002-2431,10.2514/6.2002-2431,https://openalex.org/W1980008264,Fan Noise Source Diagnostic Test- LDV Measured Flow Field Results,Gary Podboy; Martin J. Krupar; Christopher E. Hughes; Richard P. Woodward,2002,conference-paper,,58,Q12,no
10.2514/6.2010-3308,10.2514/6.2010-3308,https://openalex.org/W2133437115,A Microwave Blade Tip Clearance Sensor for Propulsion Health Monitoring,Mark R. Woike; Ali Abdul‐Aziz; Timothy J. Bencic,2010,conference-paper,AIAA Infotech@Aerospace 2010,18,Q12,yes
10.2514/6.2011-5781,10.2514/6.2011-5781,https://openalex.org/W2127164902,Cavitation and Flow Instabilities in a 4-Bladed Axial Inducer Designed by Means of a Reduced Order Analytical Model,Angelo Cervone; Lucio Torre; Angelo Pasini; Luca d’Agostino,2011,conference-paper,,8,Q12,no
10.2514/6.2014-3923,10.2514/6.2014-3923,https://openalex.org/W1976169540,"Design and operation of a fast, thin-film thermocouple probe on a turbine engine",Roger D. Meredith; John D. Wrbanek; Gustave C. Fralick; Lawrence C. Greer; Gary W. Hunter; Liang‐Yu Chen,2014,conference-paper,50th AIAA/ASME/SAE/ASEE Joint Propulsion Conference,18,Q08,no
10.2514/6.2016-1241,10.2514/6.2016-1241,https://openalex.org/W2317145687,Thermally-Driven Morphing with High Temperature Composites,Eric Eckstein; Michael C. Halbig; Paul M. Weaver,2016,conference-paper,"57th AIAA/ASCE/AHS/ASC Structures, Structural Dynamics, and Materials Conference",3,Q12,no
10.2514/6.2017-3552,10.2514/6.2017-3552,https://openalex.org/W2621054856,Airborne Acquisition of Blade Tip Displacements and Vortices on a Coaxial Ultralight Helicopter,André Bauknecht; Benedikt Grebing; Markus Raffel,2017,conference-paper,,2,Q12,no
10.2514/6.2023-3580,10.2514/6.2023-3580,https://openalex.org/W4379793552,Development of Compact LWIR Borescope Sensor for Non-contact 2D Engine Component Surface Temperature Measurement,Awnik Roy; Paul S. Hsu; Andy Zhang; Trevor C. Chen; Oleksandr Bibik; Subodh Adhikari; Benjamin Emerson; Tim Lieuwen,2023,conference-paper,,0,Q08,yes
10.2530/jslsm.32.394,10.2530/jslsm.32.394,https://openalex.org/W2334736092,In Vivo Determination of Tissue Optical Properties using Single Reflectance Fiber Probe with Two Source-collector Geometries,Izumi Nishidate; Keiichiro Yoshida; Satoko Kawauchi; Shunichi Sato; Manabu Sato,2012,article,Nippon Laser Igakkaishi,2,Q04,no
10.25518/esaform21.4002,10.25518/esaform21.4002,https://openalex.org/W3154827169,"A computer vision-based, in-situ springback monitoring technique for bending of large profiles",Taekwang Ha; Jun Ma; Jørgen Blindheim; Torgeir Welo; Geir Ringen; Jyhwen Wang,2021,article,ESAFORM 2021,5,Q08,no
10.25560/58209,10.25560/58209,https://openalex.org/W2810255644,"Effects of fuel properties, injector conditions and impingement on the sprays of direct injection engines",Sebastian Henkel,2015,dissertation,Spiral (Imperial College London),0,Q10,no
10.25560/75530,10.25560/75530,https://openalex.org/W3010003108,Sensorisation of a novel biologically inspired flexible needle,Vani Virdyawan,2018,dissertation,Spiral (Imperial College London),1,Q10,no
10.26083/tuprints-00003170,10.26083/tuprints-00003170,https://openalex.org/W2116171993,Fully exclusive measurements of quasi-free single-nucleon knockout reactions in inverse kinematics.,V. Panin,2012,dissertation,GSI Repository (German Federal Government),2,Q02,no
10.26083/tuprints-00005504,10.26083/tuprints-00005504,https://openalex.org/W2515991659,Scintillation screen materials for beam profile measurements of high energy ion beams,Renuka Krishnakumar,2016,dissertation,Technischen Universität Darmstadt,2,Q09,no
10.2746/042516409x478488,10.2746/042516409x478488,https://openalex.org/W1552293807,"Occlusal fissures of the equine cheek tooth: Prevalence, location and association with disease in 91 horses referred for dental investigation",Pieter H. L. Ramzan; L. S. Palmer,2010,article,Equine Veterinary Journal,22,Q08,no
10.29008/etc2011-252,10.29008/etc2011-252,https://openalex.org/W4415743287,Discharge Coefficient Characterization of Jet Array Impingement Holes For An Active Clearance Control System,Riccardo Da Soghe; Bruno Facchini; Francesco Maiuolo; Mirko Micio; Livio Tarchi,2011,conference-paper,Proceedings of ... European Conference on Turbomachinery Fluid Dynamics & Thermodynamics,0,Q12,no
